complaint_id,user_id,user_name,user_role,complaint_description,problem_category,responsible_department,location,severity,priority,affected_people,status,created_at,resolved_at,predicted_resolution_hours,actual_resolution_hours,feedback_rating
CMP08499,STU1270,Student_1270,Staff,AC issue in library,Library,Library Administration,Cafeteria,High,5,92,In Progress,2026-08-11 03:57:00,,8.7,,
CMP08500,STU9595,Student_9595,Staff,lab equipment not working,Laboratory,Laboratory Maintenance,Auditorium,Low,3,123,Resolved,2026-05-31 11:18:00,2026-06-01 12:12:00,24.9,25.2,5.0
CMP08501,STU7279,Student_7279,Student,light issue in library,Library,Library Administration,Block D,Critical,5,150,Resolved,2025-12-04 05:18:00,2025-12-04 08:30:00,3.2,3.5,5.0
CMP08502,STU4652,Student_4652,Staff,library computer issue,Library,Library Administration,Library,Low,2,64,Submitted,2026-07-13 00:21:00,,15.5,,
CMP08503,STU9262,Student_9262,Student,power socket damaged,Electrical,Electrical Maintenance,Library,Medium,4,102,Resolved,2025-08-01 20:42:00,2025-08-02 09:12:00,12.5,9.9,3.0
CMP08504,STU7577,Student_7577,Student,water leakage,Plumbing,Plumbing Maintenance,Parking Area,Low,3,93,Resolved,2026-08-01 06:28:00,2026-08-02 02:22:00,19.9,22.0,5.0
CMP08505,STU7976,Student_7976,Staff,parking problem,Transport,Transport,Seminar Hall,Medium,4,91,Resolved,2026-09-11 22:15:00,2026-09-12 07:33:00,9.3,11.1,2.0
CMP08506,STU4916,Student_4916,Student,water heater not working,Hostel,Hostel Maintenance,Hostel A,Critical,5,18,Resolved,2025-07-03 06:58:00,2025-07-03 10:40:00,3.7,2.8,3.0
CMP08507,STU9636,Student_9636,Staff,network unavailable,WiFi/Network,IT/Network,Block D,Very Low,2,111,Resolved,2025-08-19 23:38:00,2025-08-21 02:08:00,26.5,27.6,5.0
CMP08508,STU7195,Student_7195,Student,window damaged,Furniture,Civil/Maintenance,Main Block,Very Low,1,48,Assigned,2025-02-13 20:54:00,,25.0,,
CMP08509,STU3839,Student_3839,Staff,no water supply,Plumbing,Plumbing Maintenance,ECE Department,High,5,136,Resolved,2025-11-12 10:24:00,2025-11-12 17:18:00,6.9,7.4,1.0
CMP08510,STU9828,Student_9828,Staff,chair issue in library,Library,Library Administration,IoT Lab,High,4,49,Submitted,2025-12-06 07:41:00,,7.9,,
CMP08511,STU6121,Student_6121,Staff,light issue in library,Library,Library Administration,Main Block,High,4,44,Assigned,2026-04-08 22:22:00,,6.1,,
CMP08512,STU4190,Student_4190,Student,computer not working,IT/AV,IT/AV Support,Hostel C,Medium,4,124,Resolved,2025-06-06 11:14:00,2025-06-07 03:38:00,16.4,16.7,3.0
CMP08513,STU2392,Student_2392,Student,door lock problem,Security,Security,Cafeteria,High,4,15,In Progress,2026-04-30 17:41:00,,7.7,,
CMP08514,STU1849,Student_1849,Student,projector issue in lab,Laboratory,Laboratory Maintenance,IoT Lab,High,4,76,Assigned,2025-02-26 03:03:00,,9.5,,
CMP08515,STU3064,Student_3064,Student,garbage not removed,Cleaning,Housekeeping,Electronics Lab,Medium,3,36,Resolved,2026-02-20 02:54:00,2026-02-20 16:30:00,13.6,12.5,3.0
CMP08516,STU2628,Student_2628,Staff,AC issue in library,Library,Library Administration,CSE Department,Very Low,2,146,Resolved,2025-08-15 13:30:00,2025-08-15 22:42:00,9.2,9.3,4.0
CMP08517,STU4153,Student_4153,Student,tap not working,Plumbing,Plumbing Maintenance,Seminar Hall,High,5,148,Resolved,2026-06-20 03:07:00,2026-06-20 12:13:00,9.1,7.0,5.0
CMP08518,STU6494,Student_6494,Staff,computer lab network issue,Laboratory,Laboratory Maintenance,Library,Medium,3,79,In Progress,2026-04-12 20:58:00,,11.1,,
CMP08519,STU9997,Student_9997,Staff,water heater not working,Hostel,Hostel Maintenance,Mechanical Lab,Medium,4,142,Resolved,2025-07-22 05:46:00,2025-07-22 16:58:00,11.2,11.6,5.0
CMP08520,STU6024,Student_6024,Staff,smart board issue,IT/AV,IT/AV Support,Block C,Low,2,13,Assigned,2025-10-18 09:18:00,,26.2,,
CMP08521,STU5172,Student_5172,Student,shuttle unavailable,Transport,Transport,Main Block,Medium,3,68,Submitted,2026-04-14 12:25:00,,12.1,,
CMP08522,STU1984,Student_1984,Staff,speaker not working,IT/AV,IT/AV Support,Sports Ground,Low,2,26,Closed,2025-01-02 02:13:00,2025-01-02 23:01:00,20.8,20.3,4.0
CMP08523,STU7380,Student_7380,Staff,wash basin blocked,Plumbing,Plumbing Maintenance,ECE Department,Critical,5,84,Resolved,2026-08-01 02:45:00,2026-08-01 05:39:00,2.9,1.6,4.0
CMP08524,STU9585,Student_9585,Staff,table needs repair,Furniture,Civil/Maintenance,Hostel C,Medium,3,24,Resolved,2025-12-06 16:25:00,2025-12-06 20:49:00,4.4,5.7,3.0
CMP08525,STU3516,Student_3516,Staff,table needs repair,Furniture,Civil/Maintenance,Main Block,Medium,4,89,In Progress,2025-06-04 04:18:00,,12.1,,
CMP08526,STU2882,Student_2882,Staff,CCTV not working,Security,Security,Computer Lab 2,Very Low,1,10,Resolved,2025-12-26 19:48:00,2025-12-27 12:54:00,17.1,18.6,3.0
CMP08527,STU5060,Student_5060,Staff,tap not working,Plumbing,Plumbing Maintenance,Computer Lab 1,Medium,3,54,Closed,2025-04-11 05:12:00,2025-04-11 19:36:00,14.4,13.9,4.0
CMP08528,STU1135,Student_1135,Student,access gate problem,Security,Security,CSE Department,High,4,6,Closed,2025-11-01 13:30:00,2025-11-01 18:54:00,5.4,5.3,2.0
CMP08529,STU2857,Student_2857,Student,classroom not cleaned,Cleaning,Housekeeping,Seminar Hall,Medium,4,120,Resolved,2025-08-24 02:51:00,2025-08-24 10:45:00,7.9,9.1,2.0
CMP08530,STU8981,Student_8981,Student,bus delay,Transport,Transport,IoT Lab,High,4,12,Closed,2025-05-09 08:53:00,2025-05-09 13:35:00,4.7,2.5,5.0
CMP08531,STU4701,Student_4701,Staff,projector issue in lab,Laboratory,Laboratory Maintenance,Hostel B,High,5,136,Resolved,2025-12-28 10:12:00,2025-12-28 19:30:00,9.3,8.6,5.0
CMP08532,STU5118,Student_5118,Student,spillage needs cleaning,Cleaning,Housekeeping,Block D,Medium,4,135,In Progress,2026-06-24 19:12:00,,14.4,,
CMP08533,STU2616,Student_2616,Student,internet connection slow,WiFi/Network,IT/Network,Computer Lab 1,Medium,3,6,Resolved,2026-06-05 18:03:00,2026-06-06 12:45:00,18.7,17.5,5.0
CMP08534,STU4131,Student_4131,Student,LAN port not working,WiFi/Network,IT/Network,Hostel A,High,5,119,Resolved,2025-03-27 20:42:00,2025-03-28 01:36:00,4.9,6.1,2.0
CMP08535,STU5601,Student_5601,Student,computer lab network issue,Laboratory,Laboratory Maintenance,Block A,Medium,3,58,In Progress,2025-08-18 18:39:00,,11.9,,
CMP08536,STU6655,Student_6655,Student,fan not working,Electrical,Electrical Maintenance,ECE Department,High,5,90,In Progress,2025-09-23 23:55:00,,5.8,,
CMP08537,STU1894,Student_1894,Staff,pipe leakage,Plumbing,Plumbing Maintenance,Electronics Lab,Low,1,1,Assigned,2025-08-12 01:01:00,,15.7,,
CMP08538,STU6012,Student_6012,Staff,security light issue,Security,Security,Hostel A,Medium,3,74,In Progress,2026-03-20 10:23:00,,8.9,,
CMP08539,STU9458,Student_9458,Student,washroom cleaning required,Cleaning,Housekeeping,Main Block,High,4,63,Resolved,2026-08-29 10:30:00,2026-08-29 18:18:00,7.8,9.7,2.0
CMP08540,STU2167,Student_2167,Student,bed repair needed,Hostel,Hostel Maintenance,Sports Ground,Low,2,42,Closed,2025-01-23 04:33:00,2025-01-24 00:15:00,19.7,17.4,2.0
CMP08541,STU8247,Student_8247,Student,chair issue in library,Library,Library Administration,AI Lab,High,4,39,Resolved,2026-03-04 04:32:00,2026-03-04 12:14:00,7.7,8.0,1.0
CMP08542,STU1792,Student_1792,Staff,bus delay,Transport,Transport,Admin Office,Medium,3,64,Resolved,2026-07-23 13:06:00,2026-07-24 00:42:00,11.6,11.9,5.0
CMP08543,STU1731,Student_1731,Staff,lab power problem,Laboratory,Laboratory Maintenance,Main Block,Medium,3,9,Assigned,2026-03-13 23:36:00,,16.6,,
CMP08544,STU5730,Student_5730,Staff,dustbin overflowing,Cleaning,Housekeeping,Hostel C,High,5,145,Resolved,2025-01-14 20:32:00,2025-01-15 05:56:00,9.4,10.4,2.0
CMP08545,STU5540,Student_5540,Student,tube light flickering,Electrical,Electrical Maintenance,Hostel B,High,4,49,Resolved,2026-03-15 09:27:00,2026-03-15 15:21:00,5.9,6.4,2.0
CMP08546,STU7066,Student_7066,Student,window damaged,Furniture,Civil/Maintenance,Sports Ground,Medium,4,91,In Progress,2025-05-29 10:22:00,,14.3,,
CMP08547,STU8509,Student_8509,Staff,shuttle unavailable,Transport,Transport,Block D,Low,3,141,Assigned,2025-09-09 09:01:00,,17.6,,
CMP08548,STU7298,Student_7298,Staff,security light issue,Security,Security,Auditorium,High,5,98,Resolved,2026-04-13 10:38:00,2026-04-13 16:44:00,6.1,6.3,4.0
CMP08549,STU1903,Student_1903,Student,projector not working,IT/AV,IT/AV Support,Computer Lab 1,Medium,3,66,Resolved,2026-04-14 07:26:00,2026-04-14 21:44:00,14.3,12.9,3.0
CMP08550,STU1278,Student_1278,Staff,printer not working,IT/AV,IT/AV Support,Cafeteria,High,4,52,Assigned,2025-05-18 19:04:00,,6.3,,
CMP08551,STU6965,Student_6965,Student,wifi not working,WiFi/Network,IT/Network,Block B,Medium,4,92,Submitted,2025-04-05 04:49:00,,12.7,,
CMP08552,STU7783,Student_7783,Staff,light not working,Electrical,Electrical Maintenance,Hostel A,Medium,4,110,In Progress,2026-08-08 05:08:00,,18.1,,
CMP08553,STU9987,Student_9987,Student,toilet water problem,Plumbing,Plumbing Maintenance,Hostel A,Critical,5,141,Resolved,2026-09-10 08:45:00,2026-09-10 11:51:00,3.1,2.0,4.0
CMP08554,STU5381,Student_5381,Student,table needs repair,Furniture,Civil/Maintenance,ECE Department,High,5,99,Submitted,2026-06-16 10:34:00,,7.5,,
CMP08555,STU3460,Student_3460,Staff,table needs repair,Furniture,Civil/Maintenance,Sports Ground,High,4,62,Resolved,2026-01-06 19:54:00,2026-01-07 02:54:00,7.0,5.4,4.0
CMP08556,STU5872,Student_5872,Student,water leakage,Plumbing,Plumbing Maintenance,AI Lab,Medium,4,118,Resolved,2026-04-03 15:09:00,2026-04-04 07:15:00,16.1,18.3,3.0
CMP08557,STU2713,Student_2713,Staff,air conditioner leaking,HVAC,HVAC Maintenance,Hostel C,Low,2,46,In Progress,2026-02-09 13:57:00,,18.0,,
CMP08558,STU9905,Student_9905,Staff,chair broken,Furniture,Civil/Maintenance,Computer Lab 2,Low,3,82,Closed,2026-02-11 06:55:00,2026-02-12 00:31:00,17.6,17.3,5.0
CMP08559,STU9909,Student_9909,Student,classroom not cleaned,Cleaning,Housekeeping,Block D,Medium,4,141,Closed,2025-01-15 07:53:00,2025-01-15 14:17:00,6.4,4.0,3.0
CMP08560,STU2338,Student_2338,Staff,AC issue in library,Library,Library Administration,Block C,Medium,3,39,Resolved,2026-05-02 09:07:00,2026-05-03 00:19:00,15.2,17.0,2.0
CMP08561,STU3168,Student_3168,Staff,table needs repair,Furniture,Civil/Maintenance,Auditorium,Low,3,85,Closed,2026-04-05 16:29:00,2026-04-06 17:17:00,24.8,26.2,2.0
CMP08562,STU5999,Student_5999,Staff,room too hot,HVAC,HVAC Maintenance,Library,Low,2,32,Submitted,2025-07-06 15:54:00,,17.1,,
CMP08563,STU1049,Student_1049,Staff,computer lab network issue,Laboratory,Laboratory Maintenance,Mechanical Lab,High,3,3,Closed,2025-04-23 01:47:00,2025-04-23 09:05:00,7.3,7.0,2.0
CMP08564,STU8849,Student_8849,Student,chair issue in library,Library,Library Administration,Block A,High,4,31,In Progress,2026-08-02 16:42:00,,6.3,,
CMP08565,STU5091,Student_5091,Staff,projector issue in lab,Laboratory,Laboratory Maintenance,Library,High,5,136,Resolved,2025-05-22 04:41:00,2025-05-22 11:59:00,7.3,5.5,3.0
CMP08566,STU8638,Student_8638,Staff,projector not working,IT/AV,IT/AV Support,Library,Low,3,83,Submitted,2025-03-16 19:31:00,,13.2,,
CMP08567,STU7469,Student_7469,Student,corridor dirty,Cleaning,Housekeeping,Computer Lab 1,Medium,4,117,Closed,2026-01-23 15:23:00,2026-01-24 04:11:00,12.8,12.0,4.0
CMP08568,STU6912,Student_6912,Student,internet connection slow,WiFi/Network,IT/Network,Electronics Lab,Critical,5,18,Resolved,2026-04-22 04:48:00,2026-04-22 08:12:00,3.4,5.2,1.0
CMP08569,STU4166,Student_4166,Staff,parking problem,Transport,Transport,Auditorium,High,5,95,Closed,2026-07-02 16:24:00,2026-07-02 23:48:00,7.4,5.7,1.0
CMP08570,STU9547,Student_9547,Staff,computer lab network issue,Laboratory,Laboratory Maintenance,Electronics Lab,Medium,4,134,Closed,2026-08-08 05:55:00,2026-08-09 00:01:00,18.1,16.6,5.0
CMP08571,STU5977,Student_5977,Staff,desk damaged,Furniture,Civil/Maintenance,Hostel A,Medium,3,51,Resolved,2026-07-26 09:43:00,2026-07-26 22:31:00,12.8,13.1,5.0
CMP08572,STU8884,Student_8884,Student,computer not working,IT/AV,IT/AV Support,Block D,Medium,4,134,Assigned,2026-04-28 12:54:00,,7.8,,
CMP08573,STU3344,Student_3344,Staff,room too hot,HVAC,HVAC Maintenance,Main Block,Medium,3,78,Assigned,2025-08-01 09:50:00,,14.9,,
CMP08574,STU5333,Student_5333,Student,speaker not working,IT/AV,IT/AV Support,Computer Lab 1,Low,3,104,Resolved,2025-04-30 16:40:00,2025-05-01 14:46:00,22.1,22.8,1.0
CMP08575,STU3593,Student_3593,Student,light not working,Electrical,Electrical Maintenance,Parking Area,Critical,5,113,Resolved,2026-08-26 17:28:00,2026-08-26 20:46:00,3.3,0.7,5.0
CMP08576,STU5065,Student_5065,Student,room electrical issue,Hostel,Hostel Maintenance,Cafeteria,Critical,5,95,Closed,2025-04-27 23:51:00,2025-04-28 02:33:00,2.7,2.8,3.0
CMP08577,STU8948,Student_8948,Student,parking problem,Transport,Transport,Hostel A,Medium,3,75,Resolved,2026-05-26 22:12:00,2026-05-27 10:18:00,12.1,14.6,5.0
CMP08578,STU2966,Student_2966,Student,access gate problem,Security,Security,Block D,High,4,43,In Progress,2025-05-25 07:56:00,,9.9,,
CMP08579,STU2125,Student_2125,Staff,noise complaint,Library,Library Administration,Computer Lab 2,Medium,4,146,Resolved,2025-08-11 18:10:00,2025-08-12 11:10:00,17.0,18.0,5.0
CMP08580,STU3555,Student_3555,Student,smart board issue,IT/AV,IT/AV Support,Computer Lab 2,High,5,102,Resolved,2025-01-23 00:52:00,2025-01-23 08:22:00,7.5,7.4,3.0
CMP08581,STU7200,Student_7200,Student,room electrical issue,Hostel,Hostel Maintenance,ECE Department,Medium,4,83,Closed,2026-08-25 03:41:00,2026-08-25 14:17:00,10.6,12.0,5.0
CMP08582,STU3643,Student_3643,Student,LAN port not working,WiFi/Network,IT/Network,Main Gate,Medium,3,30,Resolved,2026-06-30 20:25:00,2026-07-01 09:01:00,12.6,12.8,4.0
CMP08583,STU4175,Student_4175,Staff,ventilation problem,HVAC,HVAC Maintenance,Library,Medium,3,27,Resolved,2025-12-28 19:07:00,2025-12-29 12:25:00,17.3,19.6,3.0
CMP08584,STU9574,Student_9574,Staff,CCTV not working,Security,Security,Electronics Lab,High,4,43,Resolved,2026-07-16 05:44:00,2026-07-16 13:56:00,8.2,7.5,4.0
CMP08585,STU2662,Student_2662,Staff,bus cleanliness issue,Transport,Transport,Electronics Lab,Very Low,2,111,In Progress,2026-09-10 21:54:00,,17.3,,
CMP08586,STU7749,Student_7749,Student,hostel room issue,Hostel,Hostel Maintenance,Cafeteria,Low,2,18,Resolved,2026-03-10 20:41:00,2026-03-11 17:59:00,21.3,20.1,3.0
CMP08587,STU7142,Student_7142,Student,computer not working,IT/AV,IT/AV Support,Seminar Hall,High,4,73,Resolved,2025-12-31 15:58:00,2025-12-31 20:34:00,4.6,5.7,2.0
CMP08588,STU3874,Student_3874,Student,bus cleanliness issue,Transport,Transport,AI Lab,Very Low,1,22,Assigned,2025-05-21 21:46:00,,27.5,,
CMP08589,STU8975,Student_8975,Student,equipment maintenance required,Laboratory,Laboratory Maintenance,Block A,Low,3,94,Resolved,2025-04-18 19:56:00,2025-04-19 10:02:00,14.1,14.8,4.0
CMP08590,STU5317,Student_5317,Student,air conditioner leaking,HVAC,HVAC Maintenance,Admin Office,Medium,3,41,Resolved,2025-08-01 13:22:00,2025-08-02 03:10:00,13.8,10.0,5.0
CMP08591,STU9830,Student_9830,Staff,desk damaged,Furniture,Civil/Maintenance,Electronics Lab,Medium,4,89,Resolved,2025-01-21 01:25:00,2025-01-21 10:43:00,9.3,7.6,1.0
CMP08592,STU9256,Student_9256,Student,ventilation problem,HVAC,HVAC Maintenance,AI Lab,High,4,17,Closed,2025-05-01 09:58:00,2025-05-01 15:10:00,5.2,7.5,3.0
CMP08593,STU3575,Student_3575,Student,poor wifi signal,WiFi/Network,IT/Network,CSE Department,High,5,106,Closed,2026-07-23 01:02:00,2026-07-23 09:14:00,8.2,7.2,4.0
CMP08594,STU1911,Student_1911,Staff,CCTV not working,Security,Security,Placement Cell,Low,2,23,Resolved,2026-05-16 09:15:00,2026-05-17 13:03:00,27.8,28.0,4.0
CMP08595,STU6513,Student_6513,Student,hostel room issue,Hostel,Hostel Maintenance,Block C,High,4,46,Assigned,2026-01-14 08:18:00,,9.8,,
CMP08596,STU7137,Student_7137,Student,security light issue,Security,Security,ECE Department,Critical,5,126,Assigned,2026-06-14 20:17:00,,3.9,,
CMP08597,STU6982,Student_6982,Student,AC issue in library,Library,Library Administration,Block D,Medium,3,64,In Progress,2025-05-05 12:36:00,,7.7,,
CMP08598,STU2018,Student_2018,Student,water heater not working,Hostel,Hostel Maintenance,Main Gate,Low,2,71,Assigned,2026-08-18 01:14:00,,16.2,,
CMP08599,STU5781,Student_5781,Student,security light issue,Security,Security,Admin Office,Critical,5,83,Closed,2026-06-15 14:35:00,2026-06-15 17:23:00,2.8,2.1,4.0
CMP08600,STU1343,Student_1343,Staff,fan not working,Electrical,Electrical Maintenance,Main Block,Medium,3,51,Resolved,2025-12-17 14:16:00,2025-12-18 04:40:00,14.4,14.0,2.0
CMP08601,STU6443,Student_6443,Student,computer lab network issue,Laboratory,Laboratory Maintenance,Block C,Medium,4,116,Assigned,2026-03-28 16:23:00,,11.3,,
CMP08602,STU2770,Student_2770,Student,spillage needs cleaning,Cleaning,Housekeeping,Block A,Medium,4,118,Resolved,2025-04-12 06:19:00,2025-04-12 18:01:00,11.7,13.4,2.0
CMP08603,STU6899,Student_6899,Student,hostel cleaning required,Hostel,Hostel Maintenance,Admin Office,Medium,3,75,Assigned,2025-12-13 01:10:00,,9.8,,
CMP08604,STU4261,Student_4261,Student,water leakage,Plumbing,Plumbing Maintenance,Mechanical Lab,Medium,3,73,Resolved,2026-03-22 22:40:00,2026-03-23 09:40:00,11.0,12.6,2.0
CMP08605,STU4792,Student_4792,Staff,dustbin overflowing,Cleaning,Housekeeping,Block B,Medium,4,135,Closed,2025-11-17 08:57:00,2025-11-17 18:51:00,9.9,11.6,3.0
CMP08606,STU3816,Student_3816,Staff,tap not working,Plumbing,Plumbing Maintenance,Sports Ground,Low,3,88,Submitted,2026-07-08 20:30:00,,15.1,,
CMP08607,STU6161,Student_6161,Student,poor wifi signal,WiFi/Network,IT/Network,ECE Department,Medium,4,144,Assigned,2026-03-30 08:11:00,,10.2,,
CMP08608,STU6402,Student_6402,Staff,hostel cleaning required,Hostel,Hostel Maintenance,Computer Lab 2,High,5,87,Assigned,2026-08-14 16:59:00,,14.2,,
CMP08609,STU4426,Student_4426,Staff,tube light flickering,Electrical,Electrical Maintenance,Hostel B,High,5,103,Resolved,2026-04-02 08:28:00,2026-04-02 16:40:00,8.2,7.8,2.0
CMP08610,STU5313,Student_5313,Student,garbage not removed,Cleaning,Housekeeping,Hostel A,High,4,58,Submitted,2026-03-09 02:58:00,,7.8,,
CMP08611,STU8497,Student_8497,Student,bus cleanliness issue,Transport,Transport,Computer Lab 2,Medium,4,144,In Progress,2025-10-15 09:43:00,,8.8,,
CMP08612,STU9000,Student_9000,Staff,access gate problem,Security,Security,Parking Area,Very Low,1,24,Resolved,2025-11-29 10:10:00,2025-11-30 14:28:00,28.3,28.3,3.0
CMP08613,STU9951,Student_9951,Staff,internet connection slow,WiFi/Network,IT/Network,Block B,Medium,4,122,Assigned,2025-01-04 18:07:00,,11.7,,
CMP08614,STU5952,Student_5952,Student,lab power problem,Laboratory,Laboratory Maintenance,Parking Area,High,5,132,Resolved,2026-01-24 23:20:00,2026-01-25 05:44:00,6.4,5.0,1.0
CMP08615,STU7495,Student_7495,Staff,light issue in library,Library,Library Administration,Hostel A,Medium,3,41,Resolved,2025-09-15 00:36:00,2025-09-15 12:12:00,11.6,12.1,2.0
CMP08616,STU6755,Student_6755,Student,printer not working,IT/AV,IT/AV Support,Main Gate,Very Low,1,47,In Progress,2026-06-13 10:49:00,,21.7,,
CMP08617,STU6929,Student_6929,Student,projector not working,IT/AV,IT/AV Support,Block D,High,5,95,Assigned,2025-11-25 09:01:00,,3.9,,
CMP08618,STU7777,Student_7777,Student,desk damaged,Furniture,Civil/Maintenance,Hostel A,Very Low,2,94,Closed,2025-12-26 05:32:00,2025-12-27 05:02:00,23.5,24.0,2.0
CMP08619,STU5106,Student_5106,Staff,light not working,Electrical,Electrical Maintenance,Computer Lab 2,Critical,5,20,Resolved,2026-05-26 05:52:00,2026-05-26 08:22:00,2.5,2.9,4.0
CMP08620,STU9450,Student_9450,Staff,bus delay,Transport,Transport,Parking Area,Medium,3,48,Resolved,2025-02-20 02:22:00,2025-02-20 16:46:00,14.4,17.2,1.0
CMP08621,STU4365,Student_4365,Staff,door handle broken,Furniture,Civil/Maintenance,Sports Ground,High,5,110,In Progress,2025-01-17 04:46:00,,7.1,,
CMP08622,STU9131,Student_9131,Student,internet connection slow,WiFi/Network,IT/Network,Seminar Hall,Low,2,62,Resolved,2026-06-13 08:29:00,2026-06-14 03:23:00,18.9,18.9,2.0
CMP08623,STU4610,Student_4610,Student,toilet water problem,Plumbing,Plumbing Maintenance,Computer Lab 2,High,5,113,Assigned,2025-07-28 17:17:00,,6.8,,
CMP08624,STU8063,Student_8063,Student,power outage,Electrical,Electrical Maintenance,CSE Department,Low,2,72,Resolved,2025-12-05 03:33:00,2025-12-05 23:33:00,20.0,19.9,4.0
CMP08625,STU6582,Student_6582,Student,CCTV not working,Security,Security,Admin Office,Low,2,8,Resolved,2025-06-28 03:49:00,2025-06-28 22:55:00,19.1,19.0,5.0
CMP08626,STU1576,Student_1576,Staff,bed repair needed,Hostel,Hostel Maintenance,CSE Department,Critical,5,143,In Progress,2026-03-15 13:48:00,,4.2,,
CMP08627,STU8120,Student_8120,Staff,corridor dirty,Cleaning,Housekeeping,Mechanical Lab,Very Low,1,58,In Progress,2026-06-30 17:46:00,,23.9,,
CMP08628,STU5844,Student_5844,Student,wash basin blocked,Plumbing,Plumbing Maintenance,Seminar Hall,Medium,3,28,Assigned,2026-06-14 07:23:00,,13.6,,
CMP08629,STU1550,Student_1550,Student,bus delay,Transport,Transport,Main Gate,High,4,27,Resolved,2026-04-19 03:32:00,2026-04-19 08:44:00,5.2,8.3,1.0
CMP08630,STU8496,Student_8496,Student,dustbin overflowing,Cleaning,Housekeeping,AI Lab,Medium,4,101,Resolved,2025-11-18 09:03:00,2025-11-18 22:03:00,13.0,13.5,4.0
CMP08631,STU8642,Student_8642,Staff,computer lab network issue,Laboratory,Laboratory Maintenance,Block B,Medium,4,123,Resolved,2025-09-15 12:53:00,2025-09-15 22:23:00,9.5,8.8,1.0
CMP08632,STU9211,Student_9211,Staff,parking problem,Transport,Transport,Hostel A,Medium,3,44,Resolved,2025-09-05 16:57:00,2025-09-06 09:51:00,16.9,18.2,3.0
CMP08633,STU3923,Student_3923,Staff,toilet water problem,Plumbing,Plumbing Maintenance,Main Gate,High,4,18,In Progress,2026-06-01 10:52:00,,6.4,,
CMP08634,STU8628,Student_8628,Student,LAN port not working,WiFi/Network,IT/Network,Admin Office,Critical,5,89,Resolved,2025-04-20 00:02:00,2025-04-20 03:20:00,3.3,3.7,5.0
CMP08635,STU1863,Student_1863,Staff,table needs repair,Furniture,Civil/Maintenance,Admin Office,Low,2,61,In Progress,2026-09-11 15:25:00,,24.9,,
CMP08636,STU8100,Student_8100,Student,bus cleanliness issue,Transport,Transport,Cafeteria,Medium,3,49,Submitted,2025-04-02 10:22:00,,9.3,,
CMP08637,STU3529,Student_3529,Student,water leakage,Plumbing,Plumbing Maintenance,Auditorium,Medium,3,66,Closed,2026-04-10 08:02:00,2026-04-11 01:56:00,17.9,19.4,1.0
CMP08638,STU5127,Student_5127,Staff,security light issue,Security,Security,Mechanical Lab,Medium,3,33,Resolved,2025-02-08 04:43:00,2025-02-08 10:55:00,6.2,9.3,3.0
CMP08639,STU6064,Student_6064,Staff,tap not working,Plumbing,Plumbing Maintenance,Main Gate,Low,3,135,Resolved,2026-08-17 08:42:00,2026-08-17 22:06:00,13.4,12.3,1.0
CMP08640,STU2710,Student_2710,Student,equipment maintenance required,Laboratory,Laboratory Maintenance,Block B,High,4,8,Resolved,2025-07-07 02:22:00,2025-07-07 09:22:00,7.0,7.3,5.0
CMP08641,STU6159,Student_6159,Student,room electrical issue,Hostel,Hostel Maintenance,CSE Department,Medium,3,12,Assigned,2025-12-25 14:25:00,,10.1,,
CMP08642,STU4997,Student_4997,Staff,power outage,Electrical,Electrical Maintenance,Hostel C,Low,3,114,Resolved,2025-01-14 22:26:00,2025-01-15 21:02:00,22.6,21.7,2.0
CMP08643,STU5596,Student_5596,Staff,room too hot,HVAC,HVAC Maintenance,Block B,Medium,3,13,Resolved,2025-01-22 22:08:00,2025-01-23 11:02:00,12.9,13.1,2.0
CMP08644,STU8298,Student_8298,Student,noise complaint,Library,Library Administration,Block A,High,4,56,Resolved,2025-07-17 16:34:00,2025-07-18 01:28:00,8.9,9.8,5.0
CMP08645,STU9596,Student_9596,Student,bed repair needed,Hostel,Hostel Maintenance,Block C,Medium,3,13,Closed,2026-02-07 07:10:00,2026-02-07 20:22:00,13.2,15.0,3.0
CMP08646,STU3841,Student_3841,Staff,chair broken,Furniture,Civil/Maintenance,Parking Area,High,5,140,Resolved,2025-01-23 13:58:00,2025-01-23 19:34:00,5.6,3.5,2.0
CMP08647,STU8391,Student_8391,Staff,library computer issue,Library,Library Administration,AI Lab,High,4,45,In Progress,2025-10-21 12:15:00,,5.9,,
CMP08648,STU4785,Student_4785,Student,pipe leakage,Plumbing,Plumbing Maintenance,ECE Department,Critical,5,63,Resolved,2026-01-31 21:54:00,2026-01-31 23:54:00,2.0,4.6,4.0
CMP08649,STU7313,Student_7313,Student,dustbin overflowing,Cleaning,Housekeeping,Main Gate,Low,3,100,Closed,2025-12-17 13:36:00,2025-12-18 14:24:00,24.8,25.8,3.0
CMP08650,STU6149,Student_6149,Student,printer not working,IT/AV,IT/AV Support,Mechanical Lab,Medium,3,16,Resolved,2026-02-06 13:41:00,2026-02-07 01:35:00,11.9,12.8,2.0
CMP08651,STU4369,Student_4369,Staff,projector issue in lab,Laboratory,Laboratory Maintenance,Library,High,5,138,Resolved,2025-01-05 00:38:00,2025-01-05 08:20:00,7.7,10.0,1.0
CMP08652,STU9353,Student_9353,Staff,room too hot,HVAC,HVAC Maintenance,IoT Lab,Medium,3,32,Closed,2026-06-25 03:57:00,2026-06-25 15:51:00,11.9,11.1,4.0
